Nome,Sexo,CPF,Idade,Email,ENEM,Abandono,AbandonoSemestre,CRA_apos2,CRA_apos4,CRA_apos6
Camila Santos,F,093.287.614-50,22,moreiramilena@example.net,675,False,0.0,5.081453858059008,5.350322019025266,6.096997614620323
Rodrigo da Paz,M,052.193.478-88,26,lais69@example.org,769,False,0.0,8.992514755763418,5.476415530571469,6.125408461360131
Stephany da Mota,F,145.873.629-64,27,smoreira@example.org,765,False,0.0,7.0498950015578625,8.067880435709199,5.803044140614327
Giovanna Campos,F,842.951.370-14,27,maria-sophianascimento@example.com,772,False,0.0,6.864213691548172,9.172024715216606,5.191516188256738
João Vitor Pereira,M,182.096.374-87,26,dmoreira@example.com,759,True,5.0,6.459732090040943,8.775003566344466,0.0
Eloah Lopes,F,829.354.076-10,22,oliviada-rocha@example.org,719,False,0.0,8.136200489804967,8.262474680497945,6.25439033273824
Srta. Rafaela Rodrigues,F,389.516.470-48,20,lopesesther@example.org,784,True,2.0,0.0,0.0,0.0
Maysa das Neves,F,804.916.372-50,21,moraescaroline@example.net,726,True,7.0,5.557627785635609,7.631378351782291,9.64706014517699
Ana Clara Costela,F,982.471.630-04,22,davi-lucas97@example.com,672,True,2.0,0.0,0.0,0.0
Ana Julia Mendes,F,243.061.579-70,26,bnunes@example.com,728,True,3.0,9.818085820645802,0.0,0.0
Isabelly Carvalho,F,230.489.671-50,27,fogacaclarice@example.net,729,False,0.0,6.2378019861057625,9.359798689766745,6.130840521691562
Maria Luiza Silveira,F,481.035.976-00,27,pietraribeiro@example.net,651,False,0.0,8.842739737761939,6.43392734004871,8.257805790280187
Ryan da Mata,M,510.489.723-05,27,julianafreitas@example.com,781,False,0.0,5.37982560016338,8.088016317906085,9.761788029821307
Murilo Cardoso,M,289.651.304-33,27,teixeiraclarice@example.org,641,True,6.0,9.983224670957776,9.3795926915206,0.0
Alice da Costa,F,943.521.708-79,24,vitor-hugomelo@example.org,776,True,2.0,0.0,0.0,0.0
Daniel Rodrigues,M,589.324.071-50,27,heitor68@example.com,789,False,0.0,6.993924512629578,5.298016989839428,6.739564263077263
Sr. Benjamin Fernandes,M,761.853.402-08,19,renan53@example.net,705,False,0.0,7.566778947731196,9.4417816317399,8.147839974700496
Amanda da Costa,F,604.198.237-78,19,vianathiago@example.net,699,True,5.0,9.577964474262476,9.483048428844835,0.0
Dra. Bruna Souza,F,109.285.637-40,23,laraujo@example.com,779,False,0.0,7.597653920565844,8.648170828588698,9.41966211512565
Vitor Gabriel Oliveira,M,124.976.085-20,26,joao-lucasda-mota@example.com,651,False,0.0,7.128783494235541,9.844536281254399,9.091810844329366
Leonardo Peixoto,M,148.235.960-05,21,vitor-gabrielrocha@example.com,659,True,2.0,0.0,0.0,0.0
Cecília Barbosa,F,721.583.940-05,21,daraujo@example.com,736,False,0.0,9.23467903384541,6.556761005603491,7.573598750130034
Maitê Moura,F,529.468.703-83,21,vitor14@example.org,711,False,0.0,8.152269261877791,6.35430281636074,5.810744593606954
Sra. Joana Martins,F,431.657.029-34,22,leticia47@example.org,658,False,0.0,7.988807764057762,5.24373221392485,5.790341513945322
Ana Julia Cardoso,F,245.637.091-07,25,pmelo@example.net,758,False,0.0,5.565234665701584,6.357019527121182,5.079111998548004
Isabella Alves,F,594.708.326-47,28,das-nevesraquel@example.com,713,True,4.0,8.873671109155056,0.0,0.0
Benício Dias,M,837.659.240-83,20,enzo-gabriel27@example.org,722,False,0.0,6.944516376911002,9.497968863673318,8.176954273316017
Gustavo Henrique Azevedo,M,046.139.875-39,19,joao-vitorda-cruz@example.net,800,True,2.0,0.0,0.0,0.0
Giovanna da Conceição,F,218.046.537-80,20,sofiamoreira@example.org,673,False,0.0,6.267621081144257,5.503129907941944,6.446969564788061
Luigi Nunes,M,529.837.416-64,23,gbarbosa@example.net,683,True,4.0,9.093789147750048,0.0,0.0
Sr. Rodrigo da Rosa,M,453.792.806-92,24,ana-clara09@example.org,712,False,0.0,5.72782459224023,6.8228403030358,7.475182539369137
Dr. Diogo Martins,M,765.134.902-43,26,luiz-gustavocunha@example.org,716,False,0.0,9.552372096306256,8.543359704406345,7.787416756170238
Noah Novaes,M,407.835.962-00,20,benjamin09@example.net,728,False,0.0,6.315835238709635,5.0471358736502445,6.571624053075576
Maria Costa,F,586.407.139-01,28,maria-eduardasales@example.net,688,False,0.0,7.94025358983536,7.648788744785434,9.468007623508752
Carolina Santos,F,541.726.938-73,22,da-cruzmaria-cecilia@example.com,726,True,7.0,6.879703386610681,8.045828679238923,9.889163314978788
Juan Alves,M,596.214.037-07,26,santosdavi@example.com,745,True,7.0,6.400321476334697,6.9823911400823775,7.192737458772553
Nathan da Paz,M,015.839.264-70,26,da-luzlucca@example.net,779,True,7.0,8.904882651755953,5.397772854002128,6.47227134630114
Kamilly Farias,F,034.152.789-05,25,davi-lucca28@example.com,644,True,3.0,9.012024066063042,0.0,0.0
Juliana da Cunha,F,158.406.273-80,19,julianavieira@example.org,699,False,0.0,7.439302804695201,9.207738480914504,5.255360082617508
Isadora da Cruz,F,954.823.761-09,25,ksilveira@example.org,742,True,3.0,5.522249976423306,0.0,0.0
Yuri Fogaça,M,782.045.196-30,19,murilo01@example.net,706,False,0.0,7.806657948822397,8.442357368797332,8.142501151964202
Marcela da Paz,F,738.104.659-84,27,da-luzisabel@example.net,703,True,1.0,0.0,0.0,0.0
Sr. Yago Gomes,M,146.057.829-58,27,benicionogueira@example.net,792,False,0.0,7.168141252904807,7.730240548228679,8.090745401546165
Pietra Rocha,F,049.763.258-65,27,pereirajoao-gabriel@example.net,664,True,7.0,7.223471725941725,9.848206257617978,8.589133119641398
Maria Vitória Ramos,F,870.124.659-30,21,mariane72@example.net,788,False,0.0,8.90207875373879,5.378730691667559,8.148993451728261
Isaac Lima,M,357.912.604-07,28,ana-julia64@example.org,748,True,5.0,7.956299708380792,8.513101739332676,0.0
Maria Cecília da Rocha,F,516.379.824-37,25,guilherme66@example.org,729,False,0.0,8.602140877496083,5.30527967997841,6.245709075389666
Benjamin Moraes,M,105.927.364-07,28,ribeironicole@example.org,722,True,5.0,5.585840666764026,6.242092684068984,0.0
Raul Pinto,M,836.571.049-84,21,almeidalevi@example.net,648,True,6.0,8.189871254122915,9.636291350003434,0.0
Maysa da Cruz,F,629.347.508-92,25,ana-laurada-cruz@example.net,737,True,6.0,6.50262793526633,5.9503461091808605,0.0
Felipe da Cruz,M,962.451.837-82,21,duartebryan@example.org,746,True,7.0,5.972190567693462,5.616940114273334,9.741213007813808
Ana Beatriz Rodrigues,F,362.419.580-89,21,santosmirella@example.org,757,True,2.0,0.0,0.0,0.0
Alana da Cunha,F,503.892.614-24,28,cecilia31@example.org,756,True,6.0,7.136867524453963,8.601818213556818,0.0
João Vitor Araújo,M,045.783.629-65,27,giovanna99@example.com,710,False,0.0,5.044495925527766,9.1926743793016,6.347707039789755
Nathan Gonçalves,M,192.480.375-50,25,luiz-henriquefarias@example.com,651,True,2.0,0.0,0.0,0.0
Ana Luiza Barbosa,F,936.184.025-89,25,aliciaferreira@example.net,750,True,7.0,8.419722255963684,5.818088850508401,6.371587650883339
Dra. Alana Costela,F,592.014.378-97,24,sophieramos@example.org,694,True,4.0,5.797005778167002,0.0,0.0
Maria Fernanda Monteiro,F,271.906.348-78,28,milena56@example.com,689,False,0.0,7.324394954183669,8.573215349723997,9.55683067256779
Dr. Heitor Martins,M,564.108.327-53,21,francisco60@example.org,758,True,4.0,7.826928848159036,0.0,0.0
Mirella Cardoso,F,258.036.174-07,26,maria-sophia01@example.net,717,False,0.0,9.370752588825837,6.1792931862116145,7.473921346863834
Amanda Silveira,F,746.123.890-69,18,melodavi-lucas@example.org,780,False,0.0,9.268498546932687,9.696822559873066,7.403504093346118
Sr. Nathan Pereira,M,506.837.912-30,18,tmoura@example.com,764,False,0.0,8.113440743531966,5.837795896278933,7.741666305667978
Emanuelly Cardoso,F,823.540.169-05,18,laura05@example.org,798,True,2.0,0.0,0.0,0.0
Dr. Nicolas da Costa,M,725.198.360-59,23,silvaisaac@example.com,675,False,0.0,9.115769324085957,8.06449620728336,9.030941056938666
Sra. Sophie Ferreira,F,301.469.258-15,18,nuneslorena@example.net,759,True,1.0,0.0,0.0,0.0
Luiz Gustavo Barros,M,190.842.367-69,28,cecilia14@example.net,759,False,0.0,7.336061464666419,5.968064466332688,9.979516332820317
João Gabriel Lopes,M,279.035.861-30,21,correiapedro@example.org,718,True,1.0,0.0,0.0,0.0
Dra. Emanuella Moraes,F,085.173.964-48,25,emilly47@example.net,675,True,3.0,5.133184797126962,0.0,0.0
Murilo Rodrigues,M,597.812.043-97,22,marcelo08@example.org,752,False,0.0,5.075503541621676,9.604314976136472,7.6271648022245975
Sabrina Nunes,F,415.296.307-70,22,barbarabarros@example.org,647,False,0.0,5.591005715499043,7.1080659396594275,6.849340222417473
João Gabriel Pinto,M,416.035.972-80,24,moraesmaria-sophia@example.com,693,False,0.0,8.12405996022983,5.870146278022035,6.86168708720716
Daniel da Rosa,M,326.784.051-17,22,gcosta@example.org,744,True,3.0,8.332212354533752,0.0,0.0
Cauê Barbosa,M,683.294.710-04,28,kamilly11@example.com,682,True,7.0,5.25204850023805,5.29478905797815,6.178678302467935
Isaac Duarte,M,692.851.473-64,22,apinto@example.org,781,False,0.0,8.708555901829953,5.821782102936902,7.559611927024984
Luana Freitas,F,408.362.195-89,23,esther70@example.org,708,False,0.0,8.672716106595384,8.957483517687328,9.886868129002082
Ana Laura da Luz,F,045.178.936-93,26,maria-vitoriacosta@example.org,694,True,3.0,6.077576514594926,0.0,0.0
Srta. Ana Sophia Melo,F,954.017.862-20,24,rafaelnunes@example.org,657,False,0.0,7.421675479374137,7.455375683640442,5.757784067130966
Augusto Araújo,M,287.951.643-91,20,camposisaac@example.com,695,True,1.0,0.0,0.0,0.0
Marcos Vinicius Peixoto,M,260.349.875-47,28,joao-vitor39@example.org,781,False,0.0,7.672279851385108,8.164260918533103,9.34501350223968
Mariana Lopes,F,158.024.679-67,24,joao-miguelpinto@example.net,747,True,5.0,7.213658845676633,9.290177756134657,0.0
Dr. Otávio da Cunha,M,953.601.274-06,26,nicole00@example.com,784,False,0.0,8.503172710822856,9.223186108628493,8.60751118544189
Sofia Cardoso,F,248.017.659-20,25,viniciusnascimento@example.com,734,False,0.0,6.389569848222573,7.045059707582142,5.491198533683839
Dra. Olivia da Mota,F,951.470.836-93,20,danilo20@example.net,729,True,5.0,5.920896589968271,8.76740665088219,0.0
Luiz Miguel Rocha,M,348.719.205-50,25,diasgustavo-henrique@example.org,754,False,0.0,7.248421302023231,8.96406864436343,9.839330216671229
Samuel da Cunha,M,846.059.327-47,24,luna28@example.net,687,True,1.0,0.0,0.0,0.0
Rodrigo Porto,M,462.597.301-52,22,azevedomiguel@example.com,747,True,4.0,7.862256310027647,0.0,0.0
Antônio Peixoto,M,457.691.803-66,19,ryan93@example.net,694,False,0.0,7.0914507940260965,7.114791435371224,9.380080067561387
Sr. Ryan Ferreira,M,682.059.137-30,25,eduardacarvalho@example.com,800,True,2.0,0.0,0.0,0.0
Clara Pereira,F,579.421.806-11,27,eloahgoncalves@example.net,774,False,0.0,9.863035862661926,6.096895941262504,6.773891697670778
Pedro Lucas Cunha,M,143.620.879-31,28,ypires@example.net,685,True,2.0,0.0,0.0,0.0
Anthony Costa,M,024.681.395-42,22,lucas-gabriel30@example.net,792,False,0.0,9.522785082838622,5.509561713934117,6.30862484976084
Dr. Diogo da Mata,M,863.470.519-66,23,ribeirojuan@example.net,755,True,6.0,6.858147712198559,9.194589679122979,0.0
Rafaela Souza,F,603.495.172-07,23,castroluana@example.org,774,True,6.0,8.472960873459906,5.360001624389888,0.0
Alice da Luz,F,357.421.689-00,22,ana-clara70@example.org,771,False,0.0,5.246216283102188,9.484181002917055,9.362556790875388
Dra. Ana Julia Duarte,F,920.743.861-50,28,luiz-gustavo39@example.org,668,True,3.0,6.860576342660922,0.0,0.0
Ana Sophia da Paz,F,543.196.087-39,24,das-neveslorenzo@example.net,743,False,0.0,6.370288459926892,7.331244840211095,6.624690849088182
Luana Azevedo,F,856.402.391-15,27,dda-cruz@example.net,775,True,3.0,5.115326056960269,0.0,0.0
Sra. Nina Vieira,F,019.283.475-41,22,kpinto@example.org,712,True,1.0,0.0,0.0,0.0
Mariana Nunes,F,137.908.426-13,18,obarbosa@example.net,740,False,0.0,6.512161474227364,6.7077977918462395,6.185655136601241
Thiago Rezende,M,157.486.903-57,27,alice11@example.org,736,False,0.0,5.477836538992616,6.798250942049856,7.4844348446217435
João Gabriel Freitas,M,156.072.943-07,25,pedro-lucas82@example.org,774,True,6.0,5.228884701866679,9.037849655661134,0.0
Sr. Joaquim da Mota,M,837.504.196-39,19,ana-livia42@example.org,705,False,0.0,6.1936989452796425,6.093312192033702,7.331615015595333
Pedro Lucas Vieira,M,517.462.308-35,28,rezendecarlos-eduardo@example.com,707,False,0.0,5.133218796174471,6.450800833648884,8.652275261850953
Dr. Francisco Fogaça,M,623.740.895-92,22,ferreiramaria-luiza@example.com,783,True,6.0,5.479511728419661,6.830919032616656,0.0
Juan Azevedo,M,704.186.932-69,26,joao-felipe67@example.com,797,False,0.0,8.284578574388158,6.801674009764207,9.507388771183944
Dr. Samuel da Cunha,M,057.618.492-67,23,emanuelly34@example.org,649,True,2.0,0.0,0.0,0.0
Dra. Milena Moreira,F,430.125.697-07,26,elisa87@example.org,677,False,0.0,7.266607771086807,9.628382135439676,5.849030226290922
Enzo Nunes,M,352.974.618-55,24,lucas-gabrielbarros@example.net,765,True,5.0,7.246006280290388,7.411299213243444,0.0
Esther Freitas,F,069.874.213-31,23,felipe61@example.org,766,False,0.0,7.5247493925145825,8.188513028955333,5.772614937054881
Eduardo Rodrigues,M,029.536.871-30,28,lopesemanuelly@example.org,773,True,3.0,6.94392227499595,0.0,0.0
Giovanna Barros,F,673.925.840-65,25,souzamaria-luiza@example.net,663,False,0.0,9.721260985516295,5.697359711563519,5.653564949399304
Kevin Rodrigues,M,957.362.814-73,26,davifogaca@example.com,679,False,0.0,9.87353974683094,5.319142983050302,8.939474025212723
Isabel Monteiro,F,346.870.251-53,19,fernando63@example.net,757,False,0.0,6.499150525414004,6.406898155427163,9.149876916592373
Emilly Jesus,F,148.703.659-01,20,pirespedro@example.org,730,True,2.0,0.0,0.0,0.0
Dra. Maria Alice Pinto,F,348.275.061-08,19,portogiovanna@example.com,651,False,0.0,5.568360015906334,9.912348087566468,7.676111593896522
Leonardo Aragão,M,763.149.058-93,22,scardoso@example.com,777,True,1.0,0.0,0.0,0.0
Sra. Stephany Ferreira,F,371.824.065-35,28,ana-julia81@example.org,719,True,2.0,0.0,0.0,0.0
Igor da Cruz,M,132.609.547-16,23,teixeiradavi-lucca@example.org,697,False,0.0,9.247651744957661,6.908679243553802,9.654395890948681
Davi Lucca Cavalcanti,M,108.326.745-08,22,juannascimento@example.org,656,True,7.0,8.05335663898721,5.535050809027447,6.147016161105171
Guilherme Lima,M,682.034.917-31,19,jrodrigues@example.net,751,True,5.0,6.346316282946962,6.707328209736102,0.0
Isabelly das Neves,F,719.524.386-91,21,uferreira@example.org,737,False,0.0,9.11522632659135,8.235162273696615,5.848631372717666
Dr. Murilo Nogueira,M,839.071.452-32,26,igor96@example.com,696,True,2.0,0.0,0.0,0.0
Letícia da Rosa,F,189.465.732-28,20,luiz-gustavogoncalves@example.net,741,True,7.0,8.201900338222309,9.841335675972898,9.765242576099325
Sra. Mariana Martins,F,342.819.650-33,24,mcardoso@example.org,743,True,3.0,7.139264995643698,0.0,0.0
Kevin Gomes,M,103.286.457-53,26,joana65@example.net,717,True,3.0,9.607659810294411,0.0,0.0
Kevin Rocha,M,698.301.724-22,20,pedro-lucasnovaes@example.org,753,False,0.0,5.195407067671221,9.872033429851353,6.480877043269349
Raquel Duarte,F,156.407.392-07,19,elisa41@example.com,758,True,3.0,8.947691637935723,0.0,0.0
Gabriela Vieira,F,704.962.518-30,23,da-luzjulia@example.org,661,True,2.0,0.0,0.0,0.0
João Felipe Teixeira,M,891.542.307-05,20,freitasrafael@example.com,727,False,0.0,5.997533454665992,6.095457173006457,9.404420289960347
Juliana Teixeira,F,415.629.078-67,21,stephany72@example.org,693,False,0.0,5.416801306101098,6.268070153071742,5.399559940535048
Joaquim Nascimento,M,047.385.169-57,25,cvieira@example.net,792,True,4.0,9.030815728726667,0.0,0.0
Ana Lívia Sales,F,732.041.869-03,21,bmoura@example.net,753,True,1.0,0.0,0.0,0.0
Stephany Barros,F,702.961.458-58,18,pereiralorenzo@example.com,692,False,0.0,8.359366083590565,7.1499939791377205,7.617173663872208
Pedro Henrique Pinto,M,681.024.597-94,20,theo25@example.org,646,True,2.0,0.0,0.0,0.0
Sr. Henrique Nunes,M,805.719.364-66,19,luiz-henriquesilva@example.com,697,False,0.0,7.954976325449124,9.543287518046416,8.603192290141084
Carolina Pires,F,346.170.852-62,24,arthur01@example.com,651,True,3.0,9.066389389605444,0.0,0.0
Stella Castro,F,958.136.724-19,20,nathannascimento@example.com,718,True,5.0,7.938668572596044,6.37045976880775,0.0
Lorenzo Cunha,M,246.091.375-34,21,marina28@example.net,792,False,0.0,8.498569642317815,9.383228897915245,9.524280859206844
Davi Lucca Pires,M,723.046.819-13,18,nmelo@example.net,698,True,2.0,0.0,0.0,0.0
Vicente Oliveira,M,834.952.607-65,18,silveirayasmin@example.com,656,True,2.0,0.0,0.0,0.0
Amanda Fernandes,F,906.231.587-95,24,leticiaduarte@example.com,699,True,1.0,0.0,0.0,0.0
Gustavo Henrique das Neves,M,932.058.617-95,22,matheusfarias@example.com,747,False,0.0,5.3939169762678745,6.824576587724496,6.1076611805617596
Vitor Caldeira,M,451.976.823-37,20,fernanda86@example.com,718,True,1.0,0.0,0.0,0.0
Antônio Nascimento,M,308.725.146-17,28,enogueira@example.net,744,True,7.0,9.382677463157906,7.14597098639995,6.174538756458152
Maria Luiza Nunes,F,842.693.170-78,21,carlos-eduardoramos@example.net,696,True,4.0,9.968162261707999,0.0,0.0
Thiago Porto,M,396.508.721-59,22,brenomoreira@example.net,669,False,0.0,6.999230799621342,8.591028041415056,8.529514351515548
Beatriz Jesus,F,236.097.185-95,27,lais46@example.com,644,True,1.0,0.0,0.0,0.0
Evelyn das Neves,F,724.301.865-35,21,ida-paz@example.net,722,False,0.0,9.626801933833171,6.938449483704375,9.607995463977943
João Pedro Carvalho,M,054.879.132-50,28,ymoraes@example.net,796,True,5.0,8.333612827082039,8.136804342868142,0.0
Luiz Fernando da Conceição,M,749.361.250-16,24,joao-vitor67@example.net,660,True,4.0,6.510953083080333,0.0,0.0
Nicole da Cruz,F,759.210.368-03,25,raquel16@example.com,713,True,6.0,8.318451958706026,6.186629419941854,0.0
Maria Julia Almeida,F,209.438.157-97,27,lucca59@example.org,768,False,0.0,5.197723276627613,6.293016349735077,8.988608692451347
Sr. Thiago Araújo,M,579.638.140-75,21,oliveiramarcos-vinicius@example.net,740,True,5.0,9.114058076867972,5.377253337802593,0.0
Lorena Pires,F,603.597.824-00,24,ofarias@example.org,702,False,0.0,8.59161655173511,6.29929794537703,9.557871844381753
Pedro Henrique Santos,M,825.607.149-49,19,oliveiralevi@example.com,775,True,5.0,5.064508853919626,6.095834608815084,0.0
Maria Alice Silva,F,853.047.219-50,21,barrosstella@example.net,679,True,6.0,8.996098373730064,6.600076924776423,0.0
Dr. Lucca Freitas,M,219.857.306-77,21,vfogaca@example.net,696,True,3.0,5.716531236176445,0.0,0.0
Leandro Almeida,M,789.653.241-73,26,mariana20@example.com,795,True,3.0,7.8042696528119215,0.0,0.0
Lívia Cardoso,F,531.048.276-80,26,brenocampos@example.org,698,True,7.0,5.34204005754915,9.464513721761072,6.142184491763899
Sr. Matheus Pinto,M,410.236.589-33,23,lais10@example.org,744,True,3.0,9.066125042084128,0.0,0.0
Gabrielly Cardoso,F,286.917.305-95,18,carolina56@example.org,733,True,7.0,8.936843134910093,5.160939326065813,6.615580157992996
Pietro Azevedo,M,912.385.760-95,18,gustavo41@example.net,725,False,0.0,5.106556989188186,9.592999218429348,9.818125649277679
Thales Rocha,M,046.183.527-44,28,joao-lucasda-mata@example.com,661,False,0.0,5.7317943073949404,8.051530702718946,8.264038458153692
Srta. Vitória Novaes,F,243.651.897-19,18,santosvalentina@example.org,750,False,0.0,6.922261227601922,5.025576727555188,5.1830045988363
Ana Laura Duarte,F,391.782.640-22,28,joao-guilherme28@example.com,740,False,0.0,8.525722824349423,5.074563721870823,6.693301149081925
Clara Lima,F,084.573.129-79,20,manuela11@example.org,718,True,3.0,6.751962203260984,0.0,0.0
Srta. Larissa Costela,F,180.536.724-26,27,renan79@example.org,725,True,7.0,9.480120343563456,6.808436512906599,7.1289970653211086
Renan Carvalho,M,421.036.597-16,19,emanuelladas-neves@example.net,730,True,3.0,7.1391416691763725,0.0,0.0
Benjamin Pires,M,407.632.195-25,20,fariassofia@example.net,784,False,0.0,9.097946017181485,8.970443183757176,5.33696937619763
Henrique Freitas,M,879.061.542-58,19,ppereira@example.net,641,False,0.0,6.3092739926786034,9.038238642580186,9.759000588147593
Dr. Samuel Sales,M,524.813.609-15,28,teixeirathales@example.net,772,True,3.0,7.4185567098247756,0.0,0.0
Anthony Costa,M,619.203.475-34,23,brodrigues@example.net,763,False,0.0,7.286562880152344,6.706652896097246,9.692112171776204
Eloah Moura,F,513.820.674-53,20,azevedoluiz-gustavo@example.net,766,False,0.0,9.82728202712769,6.671695128617784,8.160101471727716
Vitória Lopes,F,253.647.019-99,28,vporto@example.net,656,True,4.0,9.245067012159776,0.0,0.0
Lucas Costa,M,945.812.673-82,21,nina96@example.net,748,False,0.0,5.7426447251548245,8.753423318435514,7.425287738809079
Luiz Henrique Duarte,M,526.470.138-53,18,znunes@example.org,695,False,0.0,9.839638295661445,8.570091593723294,9.989155777775935
Ana Júlia das Neves,F,627.395.184-55,27,maria-claramonteiro@example.com,722,False,0.0,8.75054534258954,6.178668547932487,6.540044636439288
Davi Martins,M,961.870.453-00,20,juliana96@example.org,793,False,0.0,7.880872015380078,7.557628380594746,8.204034581327013
Giovanna Pereira,F,143.762.958-09,18,nicole01@example.net,731,True,4.0,5.178116843199001,0.0,0.0
Emanuella Oliveira,F,142.650.738-08,25,ana-beatrizfreitas@example.org,742,False,0.0,8.207666085603325,8.291730249868213,5.449272617922259
Marcos Vinicius Costa,M,718.409.263-50,18,danieladas-neves@example.org,796,True,3.0,5.8193409946482095,0.0,0.0
Marina Costela,F,308.547.162-62,19,ccorreia@example.net,666,False,0.0,7.226747908097814,9.090127988410789,5.918074814985973
Mariane Aragão,F,704.591.268-49,21,isabeldas-neves@example.org,671,True,6.0,5.474139410253992,9.833974615788078,0.0
Giovanna da Rosa,F,526.931.784-28,20,kcosta@example.net,731,True,6.0,6.208775157169004,7.293348459821531,0.0
Srta. Natália Cunha,F,629.870.314-40,26,almeidakaique@example.com,689,False,0.0,5.326602357465909,6.08744487394505,6.335164407916812
Isis Pires,F,743.961.025-34,27,antonio09@example.com,660,False,0.0,5.451822852164484,7.9053176204205435,6.937677442349677
Joaquim Mendes,M,534.269.017-06,24,lara38@example.com,676,False,0.0,7.097603876812467,7.778693942988992,6.817198057409704
Noah da Mota,M,814.920.736-87,24,pedrosouza@example.org,775,False,0.0,8.847957191880731,6.500069699260285,7.1642819718357975
Murilo Azevedo,M,810.953.476-75,26,fernando29@example.com,713,False,0.0,5.169281191220738,6.986679276730644,5.958790837887451
Maysa Melo,F,782.013.465-80,26,amanda49@example.com,685,False,0.0,8.535556183721237,9.936026733295307,5.0825383022113115
João Felipe Campos,M,503.627.194-70,28,yuri35@example.net,793,True,5.0,5.153057868196893,8.764322003052209,0.0
Maitê Nascimento,F,258.790.631-86,25,cardosobeatriz@example.com,796,False,0.0,6.607876235842658,8.519008918228693,8.634640604909503
Theo da Rocha,M,049.153.286-51,28,yrezende@example.com,748,True,4.0,5.820199192954264,0.0,0.0
Sr. Henrique Fernandes,M,681.075.294-30,18,yasminmonteiro@example.net,760,True,3.0,9.11632552685846,0.0,0.0
Emanuella Fogaça,F,374.615.982-28,25,souzaigor@example.org,792,True,6.0,6.425926621326674,8.135119527667594,0.0
Luiz Otávio Dias,M,756.419.038-84,25,anthony34@example.com,733,True,1.0,0.0,0.0,0.0
Luiz Otávio Correia,M,103.694.257-07,28,agathapinto@example.org,793,True,6.0,8.532802824645639,8.386998784748817,0.0
Samuel Aragão,M,190.368.724-13,21,pvieira@example.net,705,True,3.0,5.826811641465622,0.0,0.0
Carlos Eduardo Azevedo,M,231.750.684-80,19,ana-luizamartins@example.org,777,True,1.0,0.0,0.0,0.0
Dr. Yago da Paz,M,830.652.491-89,28,biancaaragao@example.com,674,True,6.0,9.867388730085558,8.581435508096583,0.0
João Vitor Sales,M,425.190.673-06,22,mda-mota@example.org,752,False,0.0,9.8566236177778,6.590129457330444,6.447677344310111
Marcelo Castro,M,490.351.687-39,18,otavio15@example.net,774,False,0.0,5.019178398396629,8.25418435026285,6.883634766671974
Leonardo Nogueira,M,032.941.567-07,21,fogacajulia@example.net,793,True,6.0,7.919674561284667,8.542503622815172,0.0
Nathan Moraes,M,075.412.986-11,23,pedro-lucasalves@example.net,722,False,0.0,7.8569828554225944,8.544666736434596,9.179168345742895
Benício Novaes,M,860.254.391-33,27,lorena94@example.net,726,False,0.0,5.36680198914743,6.137643651967179,8.936960813232954
Dra. Isadora da Cunha,F,163.249.570-80,21,talves@example.com,685,False,0.0,6.083862944717613,5.770015356113999,9.099935239554327
Alexandre Aragão,M,163.859.724-37,25,moreirajulia@example.org,688,True,1.0,0.0,0.0,0.0
Manuela Costela,F,035.749.182-32,18,diego80@example.org,699,True,1.0,0.0,0.0,0.0
Srta. Brenda da Conceição,F,012.638.479-78,20,davi-lucas41@example.net,663,True,2.0,0.0,0.0,0.0
Ana Nogueira,F,583.612.704-26,21,pietra39@example.net,683,False,0.0,7.902308432144744,5.885565712889554,8.18439104057926
Ana Carolina Mendes,F,670.832.951-40,28,caldeirabenicio@example.com,692,False,0.0,5.008163984328981,7.0210039444026675,8.18346121216978
Otávio Nunes,M,123.694.570-07,28,kevinmelo@example.net,711,False,0.0,9.051939748552336,8.678169782538786,9.688780797536435
Alexandre Aragão,M,918.350.742-60,19,barroshenrique@example.org,653,False,0.0,7.155887145147169,6.279567278908708,9.100303168417913
Enrico Viana,M,562.018.974-02,20,umendes@example.net,772,False,0.0,8.141566426048238,9.702090632224218,7.836834834652251
João Pedro da Conceição,M,082.563.914-05,18,joao-felipe57@example.com,799,True,5.0,9.220989058596121,8.942206384804408,0.0
Nicole Nascimento,F,132.978.546-00,25,silveiraluiza@example.com,717,True,6.0,7.449622822536997,6.416999377176619,0.0
Davi Luiz Monteiro,M,192.507.684-94,19,danielalves@example.net,747,False,0.0,7.486681443144274,9.865154127306909,7.8309121130053985
Nathan da Costa,M,358.017.624-26,19,enzo46@example.net,724,False,0.0,5.5507961899626,5.593356612480773,6.440994973302826
Nathan Farias,M,926.087.415-76,19,pedro-henriqueda-rosa@example.com,665,False,0.0,5.3348555870818135,9.121753042078371,9.160886959322204
Olivia Rocha,F,457.089.216-76,22,rezendeheitor@example.org,756,True,6.0,9.312109387379543,5.487305202393021,0.0
Diogo Monteiro,M,496.872.135-82,26,da-pazmilena@example.com,768,True,2.0,0.0,0.0,0.0
Ana Laura Ribeiro,F,425.137.968-37,22,jcaldeira@example.net,702,True,5.0,8.586694162199127,5.717343302763488,0.0
Camila da Mata,F,103.729.486-69,18,emillyaragao@example.net,768,False,0.0,7.040844041949944,5.630504227885192,6.581747536868611
Sr. Juan Pires,M,461.573.092-61,25,silvamaria-sophia@example.org,673,True,1.0,0.0,0.0,0.0
